Constituency,Electorate,Conservative Votes,Conservative Vote (proportion),Labour Votes,Labour Vote (proportion),Lib Dem Votes,Lib Dem Vote (proportion),Turnout (Proportion),Median House Price,Ratio of median house price to median salary,Home Ownership (proportion of households),Unemployment Rate,Share of LSOAs (small areas) in most deprived decile,Number of Businesses,Number of businesses per capita,Standardised Weighted Overall Social Mobility Index,School Funding Per Pupil (Real),Are Religous (proportion),Are Not Religious (proportion),Are Christian (proportion),Are Muslim (proportion),Average Internet Speed (Mb/s),Asthma,Atrial fibrillation,Cancer diagnosis since 2003,Cardiovascular disease (primary prevention),Chronic kidney disease,COPD,Coronary heart disease,Dementia,Depression,Diabetes,Epilepsy,Heart failure,High blood pressure (hypertension),Learning disabilities,Obesity,Osteoporosis,Peripheral arterial disease,Rheumatoid arthritis,"Schizophrenia, bipolar disorder & psychoses",Stroke and transient ischaemic attack,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,"""White""","""Mixed""","""Asian""","""Black""","""Other""",vgh,gh,fh,bh,vbh,CON%1_ps,CON%1_ps_65,CON%1_ps_Oth,CON%1_fm,CON%1_fm_lp_dc,CON%NO_ADEM,CON%NO_ADEM_WCHILD,CON%NO_ADEM_NCHILD,CON%Own,CON%Own_out,CON%Own_mort,CON%Share,CON%Soc_r,CON%Soc_r_LA,CON%Soc_r_Other,CON%Private_rent,CON%Private_r_land,CON%Private_r_Oth,CON%Rent_free,CON%NO,CON%1CV,CON%2CV,CON%3CV,CON%4+CV,CON%No_qual,CON%Lev_1_qual,CON%Lev_2_qual,CON%Appren,CON%Lev_3_qual,CON%Lev_4_qual,CON%Oth_qual,CON%AC_ALL,CON%AC_EMP,CON%AC_EMP_E_P,CON%AC_EMP_E_F,CON%AC_SELF,CON%AC_UNE,CON%AC_F_STUD,CON%INA_ALL,CON%INA_RET,CON%INA_STUD,CON%INA_CARE,CON%INA_LONG SICK,CON%INA_OTHER,CON%UN_16_24,CON%UN_50_74,CON%UN_NEVER,CON%UN_LONG,CON%A_FOR_FISH,CON%M_Q,CON%MANF,CON%E_G_S_AIR,CON%W_SEW_WAST_REM,CON%CONST,CON%WT_RT_REPM,CON%TRAN_STOR,CON%ACCOM_FOOD,CON%INF_COM,CON%FIN_INS,CON%REAL,CON%PROF_SCI_TECH,CON%ADMIN_SUPP,CON%ADMIN_DEF,CON%EDUC,CON%HEAL_SOC,CON%OTHER,CON%MAN_DIR_SEN,CON%PROF,CON%ASSOC_PROF_TECH,CON%ADMIN_SEC,CON%SKILL,CON%CAR_LEI_,CON%SAL_SERV,CON%OPS,CON%ELEM,CON%H_MAN_AD_PROF,CON%LG_E_H_MAN_AD,CON%H_PROF,CON%L_MAN_AD_PROF,CON%I_OCC,CON%S_EMP_OWN,CON%L_SUP_TECH,CON%SEMI,CON%ROUT,CON%N_WKD_L_EMP,CON%N_WKD,CON%L_EMP,CON%NON_C,CON%FT_STUD,Brexit,Brexit Predicted
Kingston upon Hull North,65515,9440,0.14408914,17033,0.259986263,2084,0.031809509,0.52206365,130350,5.2,0.482466594,0.048155126,0.426229508,1545,0.023582386,17.26711493,4594.00,0.557771614,0.36965395,0.523556896,0.02305591,169.7,0.061308085,0.01595767,0.026541192,0.013213068,0.033134064,0.026259703,0.032836254,0.005630458,0.109208729,0.06952368,0.010191442,0.007665629,0.133808025,0.00591184,0.128725148,0.005605227,0.007089981,0.007795488,0.009290859,0.014325758,0.1340078,0.1213742,0.19944778,0.14308565,0.11308086,0.11616794,0.08365682,0.05751342,0.03166551,0.923628616,0.015388185,0.034910824,0.016390157,0.009682217,45.60872454,34.71570354,13.48443779,4.773606995,1.417527132,31.8111514,9.645274982,22.16587642,57.8843277,9.921651157,38.01059865,7.860239864,30.15035878,48.2466594,18.9152869,29.3313725,0.306802911,27.48548391,20.28702553,7.198458379,22.66031086,20.86259794,1.797712924,1.300742919,39.39501509,42.54418215,14.87360227,2.555845736,0.63135475,27.91953152,13.29115579,14.47282424,3.42343991,16.07147526,18.93806698,5.883506314,64.76805062,52.03813097,13.59640527,33.59136594,4.850359753,7.441417733,5.288501918,35.23194938,10.6469946,11.69265657,5.028136286,5.406086397,2.458075534,2.197709902,0.975671211,1.377418181,3.358156723,0.355782722,0.157847264,14.27390259,0.869412708,0.48356384,7.797153738,17.18280216,4.620164362,6.895169373,2.112146723,0.987171778,0.972138705,3.40499098,5.6198637,5.7025456,10.55572259,13.532271,4.47735017,6.49178192,13.2641812,9.881739828,9.137602726,13.02365203,10.11976348,11.40258569,10.42543596,16.25325717,4.785968252,1.044262157,3.741706095,14.37750217,9.416557014,5.368291386,7.721380778,16.66340043,16.07967748,8.811836838,5.453680114,3.358156723,16.77538565,16.77538565,0.60,0.60
Kingston upon Hull West and Hessle,60192,10528,0.174906964,13384,0.22235513,1756,0.029173312,0.520933014,124000,4.5,0.488043616,0.059678586,0.388888889,3405,0.056568979,-0.374863594,4593.00,0.614333302,0.312582688,0.572257135,0.031822907,165.4,0.063785302,0.018195907,0.029500609,0.013554236,0.033787068,0.028019768,0.037143753,0.007821425,0.106959545,0.075402194,0.010586207,0.008298139,0.145456543,0.00558945,0.12171426,0.004930502,0.007642161,0.008215903,0.011020405,0.017269513,0.12446107,0.10248053,0.14934642,0.14860305,0.12107593,0.1340561,0.10288081,0.07184273,0.04525337,0.931310244,0.015769703,0.028857966,0.012013325,0.012048762,41.59185409,35.3950104,15.58542809,5.75033075,1.677376677,39.69063015,12.56244453,27.12818562,54.60124255,7.708888044,39.04653227,5.226321795,33.82021047,48.80436161,19.98478509,28.81957652,0.56802333,25.85013313,19.08203373,6.768099404,23.25345505,22.04133384,1.212121212,1.52402688,41.00925574,41.54431343,14.43387853,2.320273868,0.692278433,31.32514563,14.29596258,15.59585641,4.264110878,11.71482682,16.08367528,6.720422394,69.87772428,59.01387481,15.23378104,37.82627978,5.953813989,8.036619361,2.827230106,30.12227572,12.83419919,4.124429802,4.430119108,6.191396351,2.542131272,2.049543842,1.332045109,1.26710593,3.704700963,0.526343082,0.246318191,15.30284173,0.562642605,0.645612943,8.23739888,18.59572703,4.954884879,6.489836134,1.833125907,1.252333541,0.889338312,3.45882597,5.81829496,5.382700685,7.62030699,14.08680772,4.096660444,7.355839038,10.86133582,9.251192699,10.17164489,14.16199959,10.22609417,10.60464634,10.86652147,16.50072599,5.062088191,1.276609225,3.785478966,15.09915104,11.30416878,6.75525849,9.19126964,18.69139635,18.12595033,9.012290928,5.307589965,3.704700963,6.758426254,6.758426254,0.68,0.68
Kingswood,68972,27712,0.401786232,16492,0.239111524,3421,0.049599838,0.714985791,260000,8.8,0.746966591,0.015062997,0,2710,0.039291307,-25.99243769,4590.00,0.616997362,0.309966739,0.599357725,0.006755362,110.9,0.071897831,0.023310633,0.035151148,0.011648972,0.056648353,0.018507391,0.029214184,0.008775707,0.114634756,0.064145332,0.008306849,0.009151086,0.141217884,0.00501349,0.113237887,0.019997392,0.00632725,0.007498142,0.006592567,0.018013948,0.12271693,0.10955431,0.11700589,0.13996975,0.12775355,0.14035049,0.1034734,0.08383825,0.05533739,0.960339488,0.013912146,0.015357266,0.007810529,0.002580571,48.41724968,34.84573919,12.15276981,3.578392017,1.005849295,26.522245,11.54357582,14.97866918,68.6381517,7.216466286,29.32018394,3.044489999,26.27569394,74.69665909,33.7774946,40.9191645,0.462629509,11.64884481,2.210648789,9.438196022,12.11701479,10.51304781,1.603966979,1.074851792,14.16421962,42.93035625,32.74142612,7.468557815,2.695440191,21.23157056,16.03859509,17.40906245,6.19627711,13.27915979,22.17794729,3.667387716,75.40025654,69.40630592,17.61762237,42.95057564,8.838107907,3.026272032,2.967678591,24.59974346,13.89297987,3.202052354,3.423757265,2.867911381,1.213042583,0.926409806,0.574849161,0.356311464,1.105357341,0.156518672,0.061725673,9.155240069,0.546713108,0.864159429,10.06128478,17.31184692,4.371500375,3.412547948,3.650632688,6.84493629,1.230104493,5.475949032,4.519201093,7.316696795,8.097085666,13.11670561,3.80715136,9.63140955,14.69291477,12.12027688,14.94643093,13.69648605,9.250033067,9.81658657,6.723689432,9.122172744,9.971970165,2.343737628,7.628232537,20.94953046,16.99843223,9.00438659,7.829350563,15.76955358,10.70834719,2.7507245,1.645367159,1.105357341,6.017704721,6.017704721,0.57,0.57
Knowsley,84082,4432,0.052710449,44374,0.527746723,1117,0.013284651,0.65338598,152997.5,5.3,0.597077626,0.047787057,0.52173913,2420,0.028781428,-55.05940716,4585.00,0.821220287,0.121499374,0.815118853,0.002396304,109.3,0.065468549,0.02131258,0.032076193,0.012317708,0.053287556,0.037110197,0.041624985,0.007090529,0.176930261,0.080628901,0.011230967,0.011019697,0.155339561,0.007242398,0.156361208,0.009411697,0.010108079,0.009040338,0.010632076,0.019266102,0.13668203,0.113383,0.13289176,0.12925942,0.11109767,0.14146631,0.11776783,0.07209876,0.0453532,0.977499759,0.012097007,0.006130305,0.003069964,0.001202964,45.1775575,29.76999326,15.06592243,7.662400154,2.324126648,31.46575342,13.0456621,18.42009132,61.65753425,12.68949772,42.51598174,8.358447489,34.15753425,59.70776256,25.17123288,34.53652968,0.404109589,28.43607306,12.73515982,15.70091324,10.08219178,9.305936073,0.776255708,1.369863014,39.8630137,40.01598174,16.55251142,2.997716895,0.570776256,36.43501924,15.16956975,15.8552813,3.393792632,11.49885515,14.27287004,3.37461189,64.52134498,54.58509496,14.12837471,34.73512611,5.721594147,6.85345456,3.082795457,35.47865502,13.40870234,4.926376059,4.804442618,9.482975706,2.856158301,2.041059761,1.130535049,1.365124385,2.841579303,0.130948205,0.084180989,9.528820297,0.388167894,0.888577107,9.262247165,16.3544955,6.746170934,4.723488834,2.003975213,3.837250088,1.491874196,3.521571378,5.448380685,6.830351923,8.067344791,15.80498071,4.887174091,6.937916521,10.65357185,9.872559336,13.55781597,11.43458436,11.97240734,11.54682568,10.96223547,13.06208348,4.528767014,1.212707585,3.316059429,14.72876436,14.12439862,6.815019019,7.529389935,18.75124253,15.52133173,10.17614081,7.334561503,2.841579303,7.824945991,7.824945991,0.52,0.52
Lancaster and Fleetwood,70059,18804,0.268402347,21184,0.302373714,2018,0.028804294,0.645441699,146000,4.5,0.664293841,0.027262599,0.185185185,3080,0.043962946,10.67065514,4584.00,0.6728794,0.255452972,0.638049625,0.01796884,95.5,0.068836265,0.021758792,0.031862999,0.013762718,0.045510305,0.025681277,0.036428982,0.008771146,0.156080365,0.064745965,0.008937506,0.011801111,0.134956172,0.003931372,0.11148389,0.004296385,0.009384929,0.0078532,0.010441872,0.020311332,0.09415943,0.12507938,0.20953869,0.10371967,0.10153415,0.12332456,0.10403187,0.08729073,0.05132152,0.942054241,0.009740335,0.040473168,0.004812464,0.002919792,47.81881131,32.93364108,13.27755338,4.552798615,1.417195615,31.36505528,13.64180062,17.72325466,59.80395017,6.511655046,36.3684103,3.343349768,33.02506054,66.42938414,34.67631356,31.75307057,0.554307553,11.97304315,4.886658692,7.086384456,19.62540479,17.80494209,1.820462701,1.417860373,27.08521749,44.62467544,21.7346909,4.834145345,1.721270823,21.05299108,11.12416497,13.8754935,3.114711548,19.85218781,26.50646849,4.473982596,62.38550138,52.26881103,12.82082288,31.23280631,8.215181837,3.216542217,6.90014813,37.61449862,13.89098824,14.97324587,2.740409323,4.283684513,1.726170682,0.976450316,0.607636265,0.406602376,1.234922458,2.241753643,0.308666196,6.968531743,1.020167935,0.834445055,6.981610819,14.91537838,3.816474404,7.910225222,2.205132229,1.946166523,0.839676685,4.161762013,3.400559784,7.054853645,15.56410055,15.2292762,4.60121897,8.561563211,19.58460854,10.27492218,10.57574093,12.33618457,11.06489838,8.875461037,6.725260928,12.00136022,8.590042021,1.4979292,7.092112821,17.73481665,10.41597388,8.729103056,6.470872759,12.67571571,9.870310469,3.845339944,2.610417485,1.234922458,21.66782551,21.66782551,0.52,0.52
Leeds Central,90971,11143,0.122489585,30413,0.334315331,2343,0.025755461,0.541755065,133000,5.1,0.316127115,0.045685586,0.524390244,6700,0.073649844,-75.19433464,4583.00,0.616065986,0.315750657,0.48326648,0.097992881,99.6,0.049356948,0.009336862,0.015804061,0.013002482,0.020329739,0.019721149,0.018752439,0.004124457,0.102529464,0.053638718,0.006374948,0.007159858,0.090125853,0.004059234,0.089718111,0.007539824,0.005594002,0.004537829,0.009346225,0.011238773,0.12736622,0.13243861,0.30199038,0.14646039,0.09949972,0.08273302,0.05452498,0.03474142,0.02024526,0.746171271,0.038486721,0.117311499,0.074377055,0.023653454,47.33701092,34.21209088,12.32493208,4.749505181,1.376460938,41.38232415,8.857152846,32.5251713,45.46042512,9.607047965,37.20458677,7.385330723,29.81925605,31.61271151,12.28674311,19.3259684,0.573346385,33.98475738,25.71143896,8.273318417,32.00076912,30.60411131,1.39665781,1.828415606,54.31058593,35.30799888,8.603691791,1.307509439,0.470213956,25.57027293,12.02492439,12.15610538,2.375833546,19.18613125,21.93455526,6.75217724,63.92237153,48.27171886,10.47446027,33.28142723,4.515831363,6.74779399,8.902858681,36.07762847,7.312032605,16.36580349,4.302439587,5.250206663,2.847146125,1.856123959,0.851644655,1.411077148,2.875982852,0.122229898,0.040743299,8.320490337,0.802465855,0.756408212,5.711147721,17.29818781,5.009654391,9.397530602,3.714726046,5.495031089,0.953038919,6.253210749,6.821845494,3.385236754,8.239003738,12.86425395,4.814795132,6.315211422,14.78273193,11.75355618,10.41257019,9.071584206,9.650847638,11.79607093,8.134488317,18.08293919,6.279677798,0.877597708,5.402080089,12.44785359,9.681450295,4.644635408,5.891343215,13.58113694,13.27450641,9.281581022,6.40559817,2.875982852,24.91781533,24.91781533,0.46,0.46
Leeds East,67286,13933,0.207071308,19464,0.289272657,1796,0.026692031,0.580388194,164995,6.3,0.520985147,0.052208123,0.571428571,3305,0.049118687,-67.73397663,4582.00,0.692724597,0.242661614,0.565592946,0.106098297,104.2,0.063672844,0.016155346,0.025864179,0.012695095,0.031273055,0.024895883,0.029243304,0.007389787,0.117895812,0.082202007,0.009000586,0.009484448,0.130009821,0.006055767,0.124071739,0.004471293,0.00806308,0.008051552,0.011082602,0.018115241,0.16110338,0.13808862,0.13507815,0.13486242,0.11764302,0.11969248,0.08927416,0.06485711,0.03940065,0.779853709,0.031227175,0.126168373,0.05500217,0.007748574,44.72260742,34.01962549,14.42166213,5.231345732,1.604759233,32.92877999,12.76628158,20.16249841,59.78925987,11.33426431,39.32715501,7.558715247,31.76843976,52.09851466,23.16618002,28.93233465,0.312301638,33.01764631,25.72045195,7.297194363,12.75866447,11.77605687,0.982607592,1.812872921,40.7540942,41.16541831,14.94731497,2.493335026,0.639837502,33.23888255,15.29690101,15.14559635,4.074221813,10.32723071,16.21985942,5.697308153,67.17189271,56.59085757,14.83188515,35.26105025,6.497922176,7.064601436,3.516433699,32.82810729,13.0109558,4.953532301,5.745372119,5.836040801,3.282206271,2.144314318,1.035134114,1.598791084,2.86966377,0.133060389,0.048618219,8.799897646,1.207778915,0.780450358,8.807574207,16.60440123,5.583418628,6.351074719,2.369498465,4.57011259,1.164278403,4.196519959,6.148925281,4.559877175,8.308597748,16.03377687,4.332139202,7.090583419,11.50972364,9.787615148,11.88587513,12.56141249,11.97543501,10.72671443,9.309109519,15.15353122,5.551945599,1.298073291,4.253872308,15.08877975,13.00340008,7.53305629,7.802040045,17.59576879,14.96637703,10.30147337,7.431809596,2.86966377,8.157159048,8.157159048,0.61,0.61
Leeds North East,70580,11935,0.169098895,29024,0.411221309,5665,0.080263531,0.715500142,250000,7.7,0.640268491,0.029667484,0.155172414,3090,0.043780108,1.920049594,4581.00,0.694696639,0.233577041,0.473625055,0.097468354,116,0.061191095,0.014809467,0.027428829,0.010502702,0.029402944,0.013962247,0.025889584,0.007879615,0.107385536,0.073360469,0.007082017,0.007869618,0.122109706,0.005485822,0.095723997,0.008306299,0.005057064,0.007269988,0.012316518,0.01555359,0.13350058,0.11645636,0.12894614,0.14603343,0.13350057,0.1247685,0.097754,0.06823074,0.05080967,0.702815364,0.043125273,0.163596683,0.071377128,0.019085552,50.00436491,32.29703186,12.42797905,4.015713662,1.254910519,33.91353172,12.50574243,21.40778929,57.75356031,7.013424532,31.20565566,3.542442959,27.6632127,64.02684906,29.98825992,34.03858915,0.398142004,18.10270022,11.13011077,6.972589454,16.00479812,14.86652034,1.138277781,1.467510592,26.05788372,43.41534378,25.0676331,4.129447195,1.329692206,18.04223945,10.45723391,12.98646933,2.43335944,10.45183245,40.68787641,4.940989008,73.01975739,64.89911122,13.59146049,41.36890464,9.938746097,4.603050685,3.517595484,26.98024261,11.65475619,5.479822244,3.904936344,3.711265914,2.229461926,1.159019938,0.785190968,0.867763632,1.864640884,0.091234785,0.051180489,5.211508934,0.77883353,0.451723447,4.933354102,12.89303278,3.179866041,4.759785487,4.4727297,5.54974521,1.782416164,9.005540844,4.443801598,5.540844256,13.8788135,17.96657692,5.009012217,10.85471417,29.74476513,14.80228755,10.71007366,6.548877367,8.398050691,7.688199559,4.132268186,7.120763702,17.34776603,2.633317319,14.71444871,24.93844583,12.39941148,8.294799423,4.503963488,10.47772039,6.71540956,6.583293298,4.718652414,1.864640884,8.739190488,8.739190488,0.37,0.37
Leeds North West,67741,13222,0.1951846,23971,0.353862506,9397,0.138719535,0.727520999,243000,7.6,0.601795875,0.016333661,0.037037037,2775,0.040964851,11.99044135,4575.00,0.604084142,0.324815835,0.542668291,0.03158293,92.5,0.063778516,0.019058867,0.029815642,0.013951961,0.022122878,0.01461243,0.026730231,0.008434963,0.102126284,0.051379649,0.006301622,0.008818613,0.117673258,0.003714716,0.08125795,0.011500599,0.005470086,0.005982743,0.008914621,0.016556814,0.08999862,0.10843205,0.27576718,0.10653157,0.09733234,0.10391988,0.0932399,0.07561094,0.04916752,0.905026546,0.023636944,0.0489766,0.00997978,0.01238013,52.357191,32.82212579,10.89853496,3.023495051,0.898653203,31.49004267,13.226055,18.26398767,53.57989569,4.658605974,33.64449976,2.246325273,31.39817449,60.17958748,30.86178284,29.31780465,0.349691797,15.14343291,10.73376008,4.409672831,23.07373163,21.72830725,1.345424372,1.253556188,25.42377904,41.86225699,25.77939782,5.120910384,1.813655761,14.08433389,8.712043601,11.85509978,2.7933724,26.06646724,33.31421,3.174473084,64.96873547,50.74300109,11.09778224,31.90481189,7.740406964,3.132450629,11.09328375,35.03126453,11.46365967,17.75855089,2.243248512,2.369206316,1.196599139,1.006162935,0.586303588,0.451348798,1.154613205,0.273023738,0.055615947,5.809338423,0.492959527,0.457567561,5.670298557,15.22360139,2.831357282,8.913719443,3.880476275,5.015547185,1.5623025,8.190712137,4.41641176,4.825947367,13.77758677,13.07480345,5.528730692,10.06143034,23.08567384,14.0632505,10.74904568,8.044088278,8.370199965,9.76059863,4.039740122,11.82597265,12.07995322,2.069306782,10.01064643,19.50096718,10.37352487,6.834710372,4.375534196,9.239904632,5.67859767,3.294396377,2.139783173,1.154613205,28.62241149,28.62241149,0.35,0.35
Leeds West,67727,11622,0.171600691,22186,0.327579843,1787,0.026385341,0.594755415,149000,5.5,0.514861351,0.046498521,0.366666667,2520,0.037208204,-45.29440761,4575.00,0.590522165,0.342186928,0.52997651,0.036948042,106.1,0.06409425,0.014622095,0.023761892,0.018754098,0.030402955,0.023167889,0.026490335,0.00739158,0.122441588,0.064625923,0.008928842,0.009543101,0.121488453,0.004747343,0.106616227,0.006453778,0.006824964,0.006584427,0.011580878,0.016460825,0.12746525,0.10624566,0.19484698,0.15588813,0.11558987,0.11922842,0.08574322,0.05873357,0.03625894,0.891084628,0.026690085,0.050104519,0.023877767,0.008243002,45.11454001,34.90722583,13.81807211,4.78956102,1.370601039,35.62835687,11.27178166,24.35657521,55.06112232,8.989719785,33.96116363,5.611587722,28.34957591,51.48613508,20.32225922,31.16387586,0.546819938,28.94500207,24.18645345,4.758548618,17.55413517,16.17128831,1.382846866,1.467907745,38.54959049,42.32872384,15.95499064,2.447323013,0.719372008,27.32884917,14.32257045,14.25807216,3.852785931,13.45645049,21.9504811,4.830790696,71.95582513,61.0909247,13.16805905,41.60420005,6.318665599,5.972476539,4.892423896,28.04417487,10.58451591,5.850881209,3.793774319,5.022602426,2.792401007,1.778152895,0.998512245,0.997081712,2.563515679,0.088566115,0.042068904,9.381365689,0.75724028,0.606677885,7.293419538,16.69692676,5.575236914,6.261624303,3.102028164,5.568594456,1.080506598,5.708086086,5.905145691,4.647506864,9.731201842,12.52103445,5.032769462,7.213710035,14.30785581,12.37711452,12.6361704,11.62430254,10.1231069,10.16296165,7.92888141,13.62589673,7.397287709,1.421950103,5.975337606,17.2722591,13.42269398,6.714923323,7.547493706,15.86175326,14.29388876,6.958113985,4.394598306,2.563515679,10.53158618,10.53158618,0.53,0.53
Leicester East,78433,19071,0.243150205,25090,0.319890862,2800,0.035699259,0.630104675,197000,8.5,0.581727618,0.027025541,0.09375,4170,0.053166397,-45.57633949,4573.00,0.840425728,0.113803907,0.24240693,0.200009215,93.6,0.053066561,0.011324852,0.017090169,0.01346617,0.029526101,0.012066637,0.02908732,0.007398172,0.087174346,0.127257639,0.007050275,0.009259027,0.143996832,0.00593702,0.086001185,0.004960649,0.003535852,0.009078045,0.010676108,0.01399107,0.14646125,0.13583046,0.13877582,0.13989214,0.12197092,0.11691311,0.10227215,0.05913063,0.03875351,0.314402875,0.031035754,0.580657943,0.045604497,0.028298931,42.66678953,36.14817545,14.65628456,4.923516403,1.605234058,25.11207236,11.02372526,14.0883471,61.55459431,7.778214707,33.35430594,6.430724866,26.92358107,58.17276183,27.51343557,30.65932626,0.637042863,21.68042994,14.27447896,7.405950977,17.92109058,16.36387469,1.557215887,1.588674794,31.89670992,43.26124001,19.51238694,4.215493512,1.114169616,32.34007331,13.83232825,12.33889086,2.042095306,8.971266407,18.28544401,12.18990186,65.73185479,55.5458358,15.65080917,33.68924795,6.205778681,6.266241284,3.919777703,34.26814521,11.02992256,6.948053619,6.981501016,5.457071552,3.85159647,1.560449739,1.233694394,1.377775491,2.500836185,0.106185293,0.084063357,19.72613043,1.544111141,0.307494912,4.577028582,20.02035218,5.136713565,4.893372268,2.227678966,3.324926998,0.999911512,3.251924608,5.112379435,4.406689673,7.992655517,12.88823998,3.40014158,6.621095478,11.55871162,8.180691974,10.84417308,9.118662065,9.583222724,11.54101407,16.36802053,16.18440846,5.192065248,0.962255898,4.22980935,11.96387681,11.22417475,6.877299509,6.071989091,18.27514344,18.23397741,11.62940284,9.12856665,2.500836185,10.53207091,10.53207091,0.54,0.54
Leicester South,77708,10931,0.140667628,33606,0.432465126,2754,0.035440367,0.645326093,175000,6.6,0.462091128,0.029628071,0.188405797,5745,0.073930612,-11.30757177,4572.00,0.702968471,0.237863304,0.304886534,0.277917963,103.5,0.048497486,0.009581545,0.014195289,0.012929683,0.020853112,0.01140567,0.021655288,0.005063484,0.105437783,0.078427907,0.006099407,0.006920001,0.10734278,0.005229368,0.076467586,0.00572491,0.003134003,0.00639416,0.010388195,0.010700075,0.12214032,0.13762223,0.26586994,0.12996275,0.10318175,0.09459878,0.0710461,0.04484713,0.03073103,0.492241401,0.034035561,0.373988783,0.069856732,0.029877522,47.33122637,34.82944495,12.37268101,4.101033642,1.365614023,32.58808677,9.282681051,23.30540572,50.98817858,6.854126019,34.90416619,6.096637209,28.80752898,46.20911282,22.79811776,23.41099506,0.447607024,24.08355331,14.51853552,9.56501779,27.63915988,26.19304488,1.446115001,1.620566969,39.97934121,40.61746815,15.65476874,2.896820842,0.851601056,24.57074946,11.48108379,11.79383464,1.661749528,17.04075144,24.80218509,8.64964607,60.22349979,47.09427992,12.43510039,29.0928538,5.566325735,5.802526907,7.326692961,39.77650021,8.017469973,17.86215656,6.079951868,4.472224079,3.344697729,1.501882924,0.986028478,1.217773024,2.36535419,0.110890751,0.046915318,12.51359478,1.550338004,0.375322543,4.40150982,18.00268697,4.685134242,6.65984262,2.420403898,2.906617192,1.019341906,4.352461988,5.179877594,4.949566033,13.56918943,13.06378351,4.192523404,7.815665451,18.20740836,10.12731111,9.975902587,8.112084959,8.871260103,10.93553409,10.21261169,15.74222165,7.537268534,1.157608575,6.379659959,12.69692716,9.16505114,5.584152238,4.732936694,11.91033269,13.16375872,10.40956392,8.044209729,2.36535419,24.80000891,24.80000891,0.42,0.42
